station_id,MeasurementDateGMT,PM2.5,PM10 (ug/m3),NO2 (ug/m3),delta_t,latitude,longitude,temperature,pressure,humidity,wind_direction,wind_speed
GN3,2017-05-19 03:00:00,6.1,9.1,22.0,435.0,51.486957,0.095111,9.148444562613536,1005.9999318125648,97.05698041786036,272.1884275189602,13.98014462799134
GN3,2017-05-19 04:00:00,11.3,13.3,41.7,436.0,51.486957,0.095111,9.339650301251975,1006.120849012923,96.3704138759433,275.1542342380136,13.988399532264308
GN3,2017-05-19 05:00:00,11.8,16.4,54.3,437.0,51.486957,0.095111,9.521865873346725,1006.2398391794666,95.6849604395666,278.0977327518743,14.04258318575398
GN3,2017-05-19 06:00:00,13.3,15.5,62.0,438.0,51.486957,0.095111,9.711041306086528,1006.3588293460105,94.99950700318992,281.0169140326155,14.126652928173556
GN3,2017-05-19 07:00:00,11.8,14.9,68.6,439.0,51.486957,0.095111,10.410601892973432,1006.557623607372,92.57998090566068,285.7079719935884,14.81701282157975
GN3,2017-05-19 08:00:00,9.7,16.2,61.9,440.0,51.486957,0.095111,11.114999401508705,1006.7563145966492,90.15329904230428,289.95385774558747,15.59745470909798
GN3,2017-05-19 09:00:00,9.6,14.7,59.9,441.0,51.486957,0.095111,11.814559988395612,1006.9539957524704,87.72681308412997,293.7747565548087,16.457267934538148
GN3,2017-05-19 10:00:00,5.7,12.5,56.9,442.0,51.486957,0.095111,12.507856094412396,1007.1971391639096,83.07053374002832,297.76003913335745,15.873810724078032
GN3,2017-05-19 11:00:00,8.3,15.3,47.3,443.0,51.486957,0.095111,13.193079234243738,1007.4472424359936,78.4073978073657,302.033227361759,15.369055141881422
GN3,2017-05-19 12:00:00,5.2,10.2,33.1,444.0,51.486957,0.095111,13.879415479615467,1007.698262908436,73.7513143684462,306.5630089011823,14.953001187948315
GN3,2017-05-19 13:00:00,4.5,11.0,25.1,445.0,51.486957,0.095111,13.843785907664977,1007.8402932143346,72.87580269033465,302.6975364128997,13.314701697653966
GN3,2017-05-19 14:00:00,4.5,10.7,26.1,446.0,51.486957,0.095111,13.81008336952904,1007.988170275338,72.00029101222314,297.772140969919,11.745193140612594
GN3,2017-05-19 15:00:00,7.7,14.1,55.4,447.0,51.486957,0.095111,13.782330858581856,1008.1360473363412,71.1247793341116,291.391486375042,10.298776409492556
GN3,2017-05-19 16:00:00,8.4,12.6,52.7,448.0,51.486957,0.095111,13.428638959431948,1008.2860473363412,75.23133798787666,276.5160420237999,9.193869543087445
GN3,2017-05-19 17:00:00,10.5,16.5,71.5,449.0,51.486957,0.095111,13.0747511550999,1008.4359547032432,79.34393930192853,259.1011400956696,8.838390747975392
GN3,2017-05-19 18:00:00,7.3,13.7,40.8,450.0,51.486957,0.095111,12.721059255949989,1008.5857587980612,83.45049795569359,241.9258155103613,9.330457264982092
GN3,2017-05-19 19:00:00,8.1,13.9,45.3,451.0,51.486957,0.095111,11.286884733082616,1008.935758798061,86.71976739694846,236.500921379116,9.594875295780428
GN3,2017-05-19 20:00:00,8.0,16.1,46.3,452.0,51.486957,0.095111,9.85251430503311,1009.2857587980612,89.98309745000063,231.40625829707076,9.94939659866284
GN3,2017-05-19 21:00:00,8.5,14.4,52.0,453.0,51.486957,0.095111,8.425299642810794,1009.6336358590644,93.24540703061042,226.69955910661312,10.36909161888291
GN3,2017-05-19 22:00:00,9.8,14.7,51.3,454.0,51.486957,0.095111,7.940576632232528,1009.6966759984192,93.67571351875408,224.25731440334656,10.355631080314216
GN3,2017-05-19 23:00:00,8.7,14.3,51.3,455.0,51.486957,0.095111,7.454740516113879,1009.7645530594224,94.1079470407123,221.81434109402647,10.360047602748825
GN3,2017-05-20 00:00:00,10.9,14.6,39.8,456.0,51.486957,0.095111,6.975864260640288,1009.8344604263244,94.5391707292142,219.37661618527855,10.386401797984016
GN3,2017-05-20 01:00:00,9.2,11.3,18.4,457.0,51.486957,0.095111,6.624761794085925,1010.1434399538822,94.7761093118872,224.07069553760056,10.430356974673211
GN3,2017-05-20 02:00:00,7.2,10.8,15.5,458.0,51.486957,0.095111,6.267709300342814,1010.4535325869804,95.01203806110392,228.7034304238009,10.54301045151733
GN3,2017-05-20 03:00:00,7.1,9.8,18.6,459.0,51.486957,0.095111,5.915493728248067,1010.7615022810816,95.24897664377691,233.210069244452,10.721229456063371
GN3,2017-05-20 04:00:00,5.4,10.9,23.6,460.0,51.486957,0.095111,6.524398572571146,1011.1115022810818,94.31576005746705,233.5902766392693,11.105571295263392
GN3,2017-05-20 05:00:00,2.9,10.3,26.7,461.0,51.486957,0.095111,7.133303416894225,1011.4624194814398,93.38466641015384,233.94661599936296,11.489913134463414
GN3,2017-05-20 06:00:00,4.8,10.8,26.2,462.0,51.486957,0.095111,7.74109515567692,1011.8114096479836,92.44652026909752,234.2777783140104,11.875368079203817
GN3,2017-05-20 07:00:00,3.3,6.8,22.1,463.0,51.486957,0.095111,9.424341839200018,1012.2834399538822,86.32702221809546,230.8875136261018,13.71531865671013
GN3,2017-05-20 08:00:00,4.0,7.9,20.6,464.0,51.486957,0.095111,11.106382784084678,1012.7622342152438,80.2143913946404,228.3125922359363,15.594455305942272
GN3,2017-05-20 09:00:00,4.1,9.7,12.1,465.0,51.486957,0.095111,12.78851636206739,1013.2412243817874,74.09489334363835,226.2912953725635,17.495611622087026
GN3,2017-05-20 10:00:00,3.5,8.8,13.6,466.0,51.486957,0.095111,13.567477939761597,1013.4175112046656,72.46240429934613,221.56657998424384,19.7420573863844
GN3,2017-05-20 11:00:00,5.5,11.1,16.1,467.0,51.486957,0.095111,14.338562456452491,1013.59872758229,70.82083245541219,217.8215940075074,22.091450656938655
GN3,2017-05-20 12:00:00,2.3,8.4,18.6,468.0,51.486957,0.095111,15.115493728248063,1013.781974265813,69.18834341111999,214.8107825536384,24.517711155039915
GN3,2017-05-20 13:00:00,4.1,10.0,14.1,469.0,51.486957,0.095111,14.98438062270768,1014.2830873713536,70.39649837141745,216.24846703756813,25.529345667805423
GN3,2017-05-20 14:00:00,1.0,9.5,17.1,470.0,51.486957,0.095111,14.84438062270768,1014.7830873713534,71.5975901989858,217.57050067157536,26.54412359200996
GN3,2017-05-20 15:00:00,3.8,9.2,12.6,471.0,51.486957,0.095111,14.713267517167294,1015.2930873713534,72.80574515928328,218.79001622811307,27.57575810477547
GN3,2017-05-20 16:00:00,4.5,9.6,13.1,472.0,51.486957,0.095111,14.21660683378845,1015.6520775378972,75.74229814348134,218.51957132386735,24.92615722601718
GN3,2017-05-20 17:00:00,3.0,11.2,13.1,473.0,51.486957,0.095111,13.71883304486922,1016.012077537897,78.6788511276794,218.18253709136889,22.27636044207675
GN3,2017-05-20 18:00:00,3.4,12.3,16.6,474.0,51.486957,0.095111,13.222172361490376,1016.3729947382554,81.61540411187745,217.7492020688977,19.619707069575348
GN3,2017-05-20 19:00:00,4.0,11.6,17.1,475.0,51.486957,0.095111,11.851059255949991,1016.9609644323568,84.71501123747728,213.321760028863,18.73779904966013
GN3,2017-05-20 20:00:00,4.6,10.6,18.1,476.0,51.486957,0.095111,10.489946150409606,1017.5418816327152,87.82461836307715,208.4916106623938,17.97589102974491
GN3,2017-05-20 21:00:00,4.5,12.0,20.7,477.0,51.486957,0.095111,9.118833044869222,1018.1298513268164,90.9253385942174,203.27531138078493,17.351860070833006
GN3,2017-05-20 22:00:00,6.0,12.4,19.2,478.0,51.486957,0.095111,8.694398572571147,1018.5786349491918,92.47864201111165,205.14006404424853,16.294171604134387
GN3,2017-05-20 23:00:00,5.4,11.9,19.2,479.0,51.486957,0.095111,8.26219031135384,1019.0265013712092,94.02508883944488,207.26147739109095,15.250440477148963
GN3,2017-05-21 00:00:00,2.9,13.4,12.4,480.0,51.486957,0.095111,7.837755839055765,1019.4822448542296,95.57858816152124,209.6964186488593,14.231546271811911
GN3,2017-05-21 01:00:00,4.5,12.1,9.7,481.0,51.486957,0.095111,7.549693511856345,1019.7021415821456,95.82748569496688,210.15192119634852,13.278121632970144
GN3,2017-05-21 02:00:00,3.5,13.3,10.1,482.0,51.486957,0.095111,7.268591045301986,1019.9278850651664,96.07739306186882,210.68892134886505,12.330451116134991
GN3,2017-05-21 03:00:00,5.3,13.8,11.6,483.0,51.486957,0.095111,6.980724623284699,1020.1486989934406,96.32024793502764,211.3051378806529,11.383790432756143
GN3,2017-05-21 04:00:00,4.4,13.0,15.6,484.0,51.486957,0.095111,7.837392617540984,1020.426576054444,95.12637258942652,209.7583011596947,11.083787104647564
GN3,2017-05-21 05:00:00,6.3,14.9,12.1,485.0,51.486957,0.095111,8.701123744526408,1020.7054629489036,93.92746441699484,208.1322783670107,10.800939542366171
GN3,2017-05-21 06:00:00,4.5,14.1,11.6,486.0,51.486957,0.095111,9.558904844323076,1020.9833400099068,92.73450627175193,206.417276046769,10.520214919081472
GN3,2017-05-21 07:00:00,5.7,14.7,14.7,487.0,51.486957,0.095111,11.225565527701924,1021.1031441047248,85.35653808601427,201.3766717917284,11.011269782887004
GN3,2017-05-21 08:00:00,5.2,11.9,12.2,488.0,51.486957,0.095111,12.882226211080768,1021.222030999184,77.98664286646208,196.7951060616893,11.581314813236236
GN3,2017-05-21 09:00:00,5.2,12.0,12.2,489.0,51.486957,0.095111,14.548886894459612,1021.342030999184,70.60867468072443,192.66735345274765,12.210968033221196
GN3,2017-05-21 10:00:00,6.8,12.0,17.2,490.0,51.486957,0.095111,15.029545965132025,1021.1230514716264,70.18715966815608,186.05135750960824,12.808258134387083
GN3,2017-05-21 11:00:00,3.4,9.7,14.2,491.0,51.486957,0.095111,15.511018964078604,1020.9029588385284,69.7656446555877,180.09998356903571,13.560433414610449
GN3,2017-05-21 12:00:00,4.3,11.3,16.2,492.0,51.486957,0.095111,15.98360506856557,1020.6839793109706,69.3522026092048,174.81681112747356,14.44261933381983
GN3,2017-05-21 13:00:00,9.1,11.2,24.7,493.0,51.486957,0.095111,16.465453436376677,1020.1241752161528,67.58964304288128,169.35917290582788,14.729468300122235
GN3,2017-05-21 14:00:00,6.2,11.0,20.3,494.0,51.486957,0.095111,16.949228838002348,1019.5651850496092,65.82626954828359,164.1580042988512,15.14195747736115
GN3,2017-05-21 15:00:00,17.3,26.5,24.8,495.0,51.486957,0.095111,17.429964100273068,1019.0042678492508,64.06279278160183,159.27024388921657,15.676943454097565
GN3,2017-05-21 16:00:00,5.3,11.0,18.2,496.0,51.486957,0.095111,17.143684588272468,1018.6551850496091,69.0229868670391,155.71396971784733,13.616312527946793
GN3,2017-05-21 17:00:00,5.5,10.2,21.3,497.0,51.486957,0.095111,16.85034194354273,1018.3139793109708,73.98125391866182,150.92450505400382,11.627145470120306
GN3,2017-05-21 18:00:00,8.3,11.9,33.9,498.0,51.486957,0.095111,16.563145231183878,1017.9728662054304,78.94164390928123,144.24432951126403,9.759071748225876
GN3,2017-05-21 19:00:00,6.7,10.6,38.4,499.0,51.486957,0.095111,14.620176446954943,1017.7837834057884,83.4685508863773,127.82034275281768,10.635373703283111
GN3,2017-05-21 20:00:00,10.8,16.4,46.9,500.0,51.486957,0.095111,12.670247802080953,1017.601557194708,87.99666360211181,114.77584238783916,12.22257405513168
GN3,2017-05-21 21:00:00,15.0,19.7,49.5,501.0,51.486957,0.095111,10.728392123392403,1017.419434255711,92.5296132394947,105.11628683341348,14.292738354736882
GN3,2017-05-21 22:00:00,16.6,22.7,47.0,502.0,51.486957,0.095111,10.457558425509909,1017.1184137832688,92.073100547168,105.99596877519468,13.909251491391403
GN3,2017-05-21 23:00:00,17.7,27.1,50.5,503.0,51.486957,0.095111,10.18682799971149,1016.8096195219072,91.61658785484134,106.93657855632009,13.520639168117372
GN3,2017-05-22 00:00:00,19.9,25.6,44.1,504.0,51.486957,0.095111,9.91710740736938,1016.508702321549,91.1589620569743,107.92348579930956,13.140192444126836
GN3,2017-05-22 01:00:00,18.5,27.5,33.4,505.0,51.486957,0.095111,10.01904508016996,1015.8798154270894,91.95345326264348,113.96024364087768,12.767912827783524
GN3,2017-05-22 02:00:00,21.2,30.5,30.8,506.0,51.486957,0.095111,10.126932780159292,1015.251938366086,92.74895430176898,120.2813220436737,12.538384812514964
GN3,2017-05-22 03:00:00,24.4,31.2,34.4,507.0,51.486957,0.095111,10.228870452959873,1014.6230514716266,93.54252830707996,126.76000142792373,12.466537953067578
GN3,2017-05-22 04:00:00,24.8,37.3,54.1,508.0,51.486957,0.095111,11.081374563334808,1014.4730514716266,92.07457807120578,128.43956963706918,12.580832189518771
GN3,2017-05-22 05:00:00,27.1,37.5,50.6,509.0,51.486957,0.095111,11.933786040611686,1014.3320416381704,90.6066278353316,130.0854173582153,12.70401332042958
GN3,2017-05-22 06:00:00,29.0,41.4,62.8,510.0,51.486957,0.095111,12.787403256527009,1014.1829588385284,89.1445243545621,131.70480362927327,12.830234590695332
GN3,2017-05-22 07:00:00,20.8,35.1,67.8,511.0,51.486957,0.095111,14.342208261217303,1013.9152776827073,85.00017671284834,134.70006803007166,13.172553434874157
GN3,2017-05-22 08:00:00,17.0,29.6,68.9,512.0,51.486957,0.095111,15.8970132659076,1013.6474006217042,80.84987904394586,137.53698156539042,13.546995218049672
GN3,2017-05-22 09:00:00,10.9,20.4,43.1,513.0,51.486957,0.095111,17.45201417578003,1013.38658669343,76.70441829669176,140.2171451123409,13.950612433964992
GN3,2017-05-22 10:00:00,4.9,12.5,25.4,514.0,51.486957,0.095111,18.448674859158874,1013.0707399383252,72.65340513512685,146.8207623282562,14.3784894949683
GN3,2017-05-22 11:00:00,6.9,8.7,25.9,515.0,51.486957,0.095111,19.44533554253772,1012.7619563159496,68.59935183420703,152.96558528281,14.98152963432324
GN3,2017-05-22 12:00:00,5.5,9.3,18.8,516.0,51.486957,0.095111,20.44199622591656,1012.4520595880336,64.54630836674352,158.57958367010352,15.74949932842461
GN3,2017-05-22 13:00:00,5.9,10.1,17.3,517.0,51.486957,0.095111,20.72059458209599,1011.9273259384692,63.671773950469934,164.66023941266735,15.771411740484284
GN3,2017-05-22 14:00:00,5.6,13.5,22.7,518.0,51.486957,0.095111,20.99726590446086,1011.4076251157356,62.79230997944994,170.6556540655364,15.964519252196377
GN3,2017-05-22 15:00:00,6.5,11.3,22.4,519.0,51.486957,0.095111,21.2747511550999,1010.881974265813,61.91777556317637,176.4420965017252,16.330966080529624
GN3,2017-05-22 16:00:00,6.5,9.4,20.9,520.0,51.486957,0.095111,20.66770930034281,1010.7722628040932,66.7030198829853,185.32447314331105,14.634206961539006
GN3,2017-05-22 17:00:00,5.2,9.2,22.9,521.0,51.486957,0.095111,20.06550436723409,1010.654478376188,71.48928467523655,196.1880433761855,13.374097886941213
GN3,2017-05-22 18:00:00,9.5,13.1,35.0,522.0,51.486957,0.095111,19.45734940693661,1010.5446636423842,76.27452899504546,208.75053338651912,12.679525751195852
GN3,2017-05-22 19:00:00,9.8,14.2,32.5,523.0,51.486957,0.095111,17.550670773694307,1010.8778996869214,81.9133276485515,211.82207980883223,13.231949687203612
GN3,2017-05-22 20:00:00,12.6,16.4,39.0,524.0,51.486957,0.095111,15.643992140451996,1011.2160652862046,87.55092056341907,214.64406479055503,13.82693995809002
GN3,2017-05-22 21:00:00,14.1,18.4,34.5,525.0,51.486957,0.095111,13.7362004016693,1011.5481882252012,93.18860611138471,217.23171706370005,14.450250685861686
GN3,2017-05-22 22:00:00,12.8,20.7,37.5,526.0,51.486957,0.095111,13.222775762827531,1011.8861472803168,94.08629790619187,234.31021373965336,13.363464486385306
GN3,2017-05-22 23:00:00,11.6,15.7,31.5,527.0,51.486957,0.095111,12.707320818087126,1012.2163325465128,94.97805031279636,252.49944977298415,13.592066170673313
GN3,2017-05-23 00:00:00,9.9,15.4,28.1,528.0,51.486957,0.095111,12.199938839532164,1012.5532817681718,95.8687822469585,268.55297327421107,15.082032745351516
GN3,2017-05-23 01:00:00,7.7,15.2,18.7,529.0,51.486957,0.095111,11.38955766815392,1012.774095696446,96.014340463783,271.7796758907717,14.41644240123654
GN3,2017-05-23 02:00:00,3.5,11.4,19.9,530.0,51.486957,0.095111,10.588259296417426,1013.0009522850072,96.16202161960418,275.30174081897474,13.79582986927708
GN3,2017-05-23 03:00:00,6.7,10.8,19.9,531.0,51.486957,0.095111,9.785951091224623,1013.2266031349296,96.30757983642866,279.13591073631096,13.233001765222877
GN3,2017-05-23 04:00:00,4.4,11.4,37.1,532.0,51.486957,0.095111,10.392608446494886,1013.9275203352878,93.82337534929476,286.67279711070404,13.697276232065748
GN3,2017-05-23 05:00:00,6.6,13.8,41.6,533.0,51.486957,0.095111,11.006328934494285,1014.6264072297474,91.33825366180264,293.601430400569,14.389242493715814
GN3,2017-05-23 06:00:00,6.4,15.5,49.0,534.0,51.486957,0.095111,11.62105925594999,1015.3331711852102,88.8529360691284,299.81141546743294,15.270106288811524
GN3,2017-05-23 07:00:00,5.1,13.9,35.1,535.0,51.486957,0.095111,13.24894362783074,1015.856118691467,83.89254027599526,294.305520311437,13.236302298336373
GN3,2017-05-23 08:00:00,6.4,13.5,41.6,536.0,51.486957,0.095111,14.878033738349927,1016.3861293304532,78.93103137732176,286.9013746782648,11.365705763548805
GN3,2017-05-23 09:00:00,10.5,21.6,45.2,537.0,51.486957,0.095111,16.507031215771065,1016.9160366973553,73.9625626180032,276.844978672259,9.75991756156012
GN3,2017-05-23 10:00:00,8.5,18.8,42.7,538.0,51.486957,0.095111,17.00219031135384,1017.228262908436,75.22461410387942,267.4419279569603,11.082479913669903
GN3,2017-05-23 11:00:00,8.5,17.0,36.6,539.0,51.486957,0.095111,17.489379712835248,1017.5425194254154,76.48656231767156,260.19003355780626,12.643019270758494
GN3,2017-05-23 12:00:00,6.1,13.3,28.0,540.0,51.486957,0.095111,17.984538808418026,1017.8627153305976,77.75557366419284,254.5931905900065,14.352246289015978
GN3,2017-05-23 13:00:00,8.3,16.3,41.2,541.0,51.486957,0.095111,18.246430386833502,1017.9316022250572,79.02011233966415,255.005396243872,14.60527225094389
GN3,2017-05-23 14:00:00,9.1,18.5,44.2,542.0,51.486957,0.095111,18.51528182589404,1018.0003858474328,80.29373381477721,255.4028682481732,14.85346129122343
GN3,2017-05-23 15:00:00,8.9,20.2,40.7,543.0,51.486957,0.095111,18.778286509849902,1018.0762326025372,81.56614955125185,255.7917525352809,15.099620025604338
GN3,2017-05-23 16:00:00,11.2,19.8,38.2,544.0,51.486957,0.095111,18.879823553045053,1018.158262908436,82.29262811810874,260.14732823703224,14.299796472559288
GN3,2017-05-23 17:00:00,9.1,18.2,45.7,545.0,51.486957,0.095111,18.987403256527003,1018.2393760139764,83.010219790506,264.98804003769817,13.595994301828991
GN3,2017-05-23 18:00:00,11.6,17.0,43.7,546.0,51.486957,0.095111,19.09590016036721,1018.3214063198752,83.7366983573629,270.3119378057472,12.993283958667035
GN3,2017-05-23 19:00:00,10.0,12.7,49.7,547.0,51.486957,0.095111,17.79250411037493,1018.8014989529732,87.18974169187973,269.1223425616037,12.542042320301666
GN3,2017-05-23 20:00:00,10.1,13.0,47.2,548.0,51.486957,0.095111,16.48790232174421,1019.2794686470744,90.65167192085616,267.84178357838897,12.091913787476685
GN3,2017-05-23 21:00:00,9.5,14.1,44.7,549.0,51.486957,0.095111,15.18450627175193,1019.7574383411758,94.10471525537297,266.45330099545794,11.653001632276167
GN3,2017-05-23 22:00:00,8.0,12.6,46.2,550.0,51.486957,0.095111,14.55520230618714,1019.978355541534,94.69783052229032,271.63140230901627,11.165403978930746
GN3,2017-05-23 23:00:00,9.0,13.8,45.2,551.0,51.486957,0.095111,13.93296147335149,1020.198355541534,95.2910384223058,277.224622426286,10.777916908546844
GN3,2017-05-24 00:00:00,8.7,10.9,41.0,552.0,51.486957,0.095111,13.304574708144951,1020.4204784805308,95.8830405836828,283.1710804078376,10.507304376587388
GN3,2017-05-24 01:00:00,7.5,11.0,26.2,553.0,51.486957,0.095111,12.797896074902646,1020.4472424359936,96.07747505598084,284.85761198111686,9.962406738799036
GN3,2017-05-24 02:00:00,6.9,13.0,28.1,554.0,51.486957,0.095111,12.291217441660338,1020.4750162249128,96.27190952827893,286.73418632067273,9.435282889929915
GN3,2017-05-24 03:00:00,6.6,12.5,30.6,555.0,51.486957,0.095111,11.783425702877642,1020.502985919014,96.4652308950366,288.8416723694542,8.917241840702543
GN3,2017-05-24 04:00:00,11.7,13.2,37.2,556.0,51.486957,0.095111,12.569568307139942,1020.7627900138322,94.96549677992776,301.5833504042052,7.753285155649624
GN3,2017-05-24 05:00:00,8.6,14.2,37.2,557.0,51.486957,0.095111,13.348555145575055,1021.0285334968528,93.46383563100434,317.6756395605464,7.091939181164303
GN3,2017-05-24 06:00:00,13.7,22.2,51.9,558.0,51.486957,0.095111,14.1277378891923,1021.2883375916706,91.9631843155372,335.3934602626019,7.063533402058427
GN3,2017-05-24 07:00:00,15.2,25.0,53.4,559.0,51.486957,0.095111,15.68551898898897,1021.42722448613,85.52284968287191,342.4068492395202,6.716865407802142
GN3,2017-05-24 08:00:00,9.1,18.3,42.7,560.0,51.486957,0.095111,17.24925011597439,1021.566214652674,79.0823191450245,350.0618503871961,6.476698091469496
GN3,2017-05-24 09:00:00,7.5,13.5,39.3,561.0,51.486957,0.095111,18.80703121577106,1021.7060187474916,72.64198451235919,318.06332781893275,6.359980674719524
GN3,2017-05-24 10:00:00,5.5,10.7,26.1,562.0,51.486957,0.095111,19.704805004690293,1021.737131853032,70.22455750345502,317.2446913545147,6.372103613716216
GN3,2017-05-24 11:00:00,7.7,13.6,18.0,563.0,51.486957,0.095111,20.602578793609524,1021.7761220195758,67.80916080044945,316.4201048629079,6.384422457895039
GN3,2017-05-24 12:00:00,8.4,15.3,19.6,564.0,51.486957,0.095111,21.500352582528752,1021.8080490533904,65.38477393090021,315.6026741371283,6.403505257536788
GN3,2017-05-24 13:00:00,10.0,16.4,24.1,565.0,51.486957,0.095111,21.704592969389555,1021.5782555975584,65.74462328700847,34.59172267635824,6.038341290529458
GN3,2017-05-24 14:00:00,10.0,18.6,24.1,566.0,51.486957,0.095111,21.902790695963542,1021.3503891755412,66.09760541556973,8.068621985526423,5.753747089205067
GN3,2017-05-24 15:00:00,7.2,15.6,14.5,567.0,51.486957,0.095111,22.108144188364736,1021.1157587980612,66.457454771678,15.174209858290514,5.541986483067458
GN3,2017-05-24 16:00:00,18.4,29.7,12.5,568.0,51.486957,0.095111,21.957709611723946,1020.9956555259768,70.20634915544949,22.61365878764456,5.9066212876443736
GN3,2017-05-24 17:00:00,17.5,24.2,18.5,569.0,51.486957,0.095111,21.801335646880432,1020.8736252200785,73.94819104547786,29.02412133037256,6.352276564663618
GN3,2017-05-24 18:00:00,9.7,16.2,16.5,570.0,51.486957,0.095111,21.65201417578003,1020.752512114538,77.69688952406719,34.518833355631415,6.872572858149097
GN3,2017-05-24 19:00:00,12.9,16.7,38.2,571.0,51.486957,0.095111,19.58515758721905,1020.8426153866218,82.2361545731776,57.51247459453591,5.082166293083236
GN3,2017-05-24 20:00:00,12.8,19.7,58.4,572.0,51.486957,0.095111,17.518393631756126,1020.9268719036016,86.76826385646083,92.943073306812,4.700707814842824
GN3,2017-05-24 21:00:00,16.6,23.1,55.4,573.0,51.486957,0.095111,15.457579703481954,1021.0169751756854,91.30641580003083,121.77211666908204,6.001767991346514
GN3,2017-05-24 22:00:00,18.5,25.6,40.3,574.0,51.486957,0.095111,14.602392019049692,1020.9777891039596,92.27471099617522,134.00770196242752,4.940321862553271
GN3,2017-05-24 23:00:00,15.9,23.7,39.3,575.0,51.486957,0.095111,13.7530510897221,1020.9436358590644,93.24309882541762,151.6091398547403,4.206863588057282
GN3,2017-05-25 00:00:00,33.8,39.7,37.1,576.0,51.486957,0.095111,12.897863405289836,1020.9034399538824,94.20936371566336,173.46369036037717,4.007355653778183
GN3,2017-05-25 01:00:00,21.6,23.6,33.0,577.0,51.486957,0.095111,12.317261067988554,1020.8143571542404,94.56502918734078,170.89147869534372,3.603273008299878
GN3,2017-05-25 02:00:00,19.6,22.8,28.7,578.0,51.486957,0.095111,11.736854635869404,1020.7232440487,94.91876762520364,167.60920666079193,3.215879635049907
GN3,2017-05-25 03:00:00,16.7,22.2,39.3,579.0,51.486957,0.095111,11.16229495885493,1020.640111276247,95.26766914141812,163.36237689806666,2.8587483742546342
GN3,2017-05-25 04:00:00,17.0,25.4,44.5,580.0,51.486957,0.095111,12.84573421945158,1020.7789981707068,93.45260418729713,141.62974309978836,4.1610827949405005
GN3,2017-05-25 05:00:00,19.0,28.0,54.5,581.0,51.486957,0.095111,14.529369385230366,1020.9120383100616,91.63753923317611,131.1597155049388,5.767141896727049
GN3,2017-05-25 06:00:00,15.4,21.5,44.4,582.0,51.486957,0.095111,16.212808645827014,1021.0499153710648,89.82155707869688,125.39181419045347,7.477425598534929
GN3,2017-05-25 07:00:00,23.0,31.5,55.4,583.0,51.486957,0.095111,17.63635450661633,1020.9477924320682,85.73204989707251,119.48872581551416,7.672674443435026
GN3,2017-05-25 08:00:00,18.2,29.6,54.9,584.0,51.486957,0.095111,19.052744601578446,1020.847596526886,81.64162551508991,113.95355633676552,7.943210916742882
GN3,2017-05-25 09:00:00,14.9,22.9,28.2,585.0,51.486957,0.095111,20.47024780208095,1020.7385137272444,77.55816099375237,108.82763776159824,8.278828474290338
GN3,2017-05-25 10:00:00,11.8,18.1,25.2,586.0,51.486957,0.095111,21.07702088816617,1020.5362981551492,74.82342734418805,104.0093076448959,10.761485279243038
GN3,2017-05-25 11:00:00,13.0,21.4,26.7,587.0,51.486957,0.095111,21.678864419504976,1020.3351956885951,72.09464372181253,101.01680016397889,13.284945373483888
GN3,2017-05-25 12:00:00,10.6,22.3,25.7,588.0,51.486957,0.095111,22.280707950843777,1020.1260202558556,69.36706583807543,98.99267855961276,15.834056317647274
GN3,2017-05-25 13:00:00,12.5,21.0,21.2,589.0,51.486957,0.095111,22.05535627818745,1019.7658243506733,69.05288647873576,98.15936384907224,17.027914024766112
GN3,2017-05-25 14:00:00,11.1,23.1,28.3,590.0,51.486957,0.095111,21.82991197243307,1019.4046186120348,68.74577025212523,97.42907863890063,18.223894670881634
GN3,2017-05-25 15:00:00,10.6,23.6,25.7,591.0,51.486957,0.095111,21.597404533949558,1019.0424956730382,68.43763355307235,96.79502135521194,19.4279482831826
GN3,2017-05-25 16:00:00,12.2,20.4,26.2,592.0,51.486957,0.095111,20.33400117307983,1018.8694448946972,70.36417163908663,94.46204237632485,18.09136959391579
GN3,2017-05-25 17:00:00,8.8,14.5,30.3,593.0,51.486957,0.095111,19.07151501256836,1018.6894342557111,72.28858678610423,91.76461828615362,16.798514720756955
GN3,2017-05-25 18:00:00,4.3,11.5,35.9,594.0,51.486957,0.095111,17.806998546158255,1018.5074965829108,74.21420767176028,88.62999748362355,15.53951391522724
GN3,2017-05-25 19:00:00,5.0,11.1,36.8,595.0,51.486957,0.095111,15.980859270004537,1018.3196195219072,76.69440193563197,87.32175139859176,15.081750765294032
GN3,2017-05-25 20:00:00,4.1,9.7,34.8,596.0,51.486957,0.095111,14.14673966076343,1018.1306293553636,79.16966664475724,85.93461841910033,14.633791710178691
GN3,2017-05-25 21:00:00,4.7,8.0,40.9,597.0,51.486957,0.095111,12.320600384609708,1017.9408252605456,81.64986090862894,84.46517723441612,14.195925288161408
GN3,2017-05-25 22:00:00,5.3,7.4,45.4,598.0,51.486957,0.095111,12.12913802464915,1017.7697121550052,81.62531320052979,85.05347397387644,14.218318815574824
GN3,2017-05-25 23:00:00,4.8,11.0,52.5,599.0,51.486957,0.095111,11.930612531959456,1017.5996088829212,81.59380563178559,85.65076087988048,14.249702509531934
GN3,2017-05-26 00:00:00,6.4,9.8,60.0,600.0,51.486957,0.095111,11.732190311353838,1017.4286916825628,81.56906201850428,86.24027399696526,14.283209142485733
